"f1item1" "f1item2" "f1item3" "f1item4" "f1item5" "f1item6" "f1item7" "f1item8" "f1item9" "f2item1" "f2item2" "f2item3" "f2item4" "f2item5" "f2item6" "f2item7" "f2item8" "f2item9"
-1.78969578821281 -1.95148797585093 0.0692146328217492 -1.45530123031074 -0.880132553367669 -0.676066301144514 0.0713330932691536 -1.67287898650335 -0.747394935807165 -0.437481724628202 -0.143181513090192 -1.03423903269614 -1.44552176193474 0.0984247680890106 -1.1666085517885 -1.50570739484098 -3.32655258025184 -1.49577287197772
0.524552491667962 -0.0096657770923165 2.02336708184353 -0.505232314651661 1.29782909864384 0.46630065136641 2.74670484294306 1.3816697788651 1.80656982851889 0.135801114774426 0.896588956231857 1.65164674459416 1.65291808585692 -0.124369522240276 -0.591003439934191 1.72824341028344 2.24684406652511 2.26503099575422
-0.512190398185604 0.101476908356065 -0.41061133287993 0.103777613566267 1.07485256433642 0.701217807652763 1.31352969782946 0.277082637036135 1.10314219518173 0.955392257404641 1.02049709401838 0.156808211714329 0.702083553971229 0.363947972710034 0.204098865347325 1.82880854609523 0.143838647853407 0.26295379020793
-0.776947268007668 -0.547552458302281 -1.01396947205569 0.458158681759255 -0.627904020697988 -0.391718863644981 0.960300509957951 0.250311349589185 -0.898668144057663 0.597323755928809 1.40278000228417 0.987137594654631 0.00197898035007506 -0.279919375449425 1.6400470119137 0.651461227647884 0.727264510941807 2.5138629770939
1.13833460651849 0.444802802887199 0.387968070820678 -0.978803042157011 -0.229325032990441 0.442671384339514 0.285340162451399 0.328157744642037 0.193226135615715 -0.798073855511882 -1.67383952678116 -0.550314048282074 0.768020130981277 -0.931975931358338 -0.751595806746486 0.728744474326982 -0.209330573466302 -0.192305872187277
-0.652507812554241 0.08053969516296 -2.00157280733901 -0.39974318905533 -1.29863503999476 -1.43763927484676 -0.978962550176646 -1.03249550054462 -1.24305912735313 -0.437321879927181 -0.881827887729725 1.2320995759684 -1.32456575659994 0.527823507300514 2.11009070101847 -1.0557662460936 0.517646774126487 -0.130370477488997
1.46237907386028 -0.732365106501479 0.921064396825756 -1.5891710051559 -0.47656265083813 -1.44456844000409 0.972937292292917 0.599841184881237 0.58201732954805 1.29380293707571 1.16782001921427 1.43922124305345 3.16249352457658 0.981621159387987 2.80565822307275 2.2539551119796 0.681356824615296 0.701801494996743
0.204510964664128 0.910235050304084 2.03835882846314 2.11247894087347 1.92692854657051 -0.496738703872342 0.723626174300143 1.27832620119158 0.251836903407084 2.28831199253992 0.162407592119602 0.284187132538401 -0.378048058625724 1.01532396899048 -1.28544663173113 1.40159526869575 0.95733433948925 0.642491577668537
1.56726636822303 1.91574616102609 0.154740286951799 0.351368245313699 0.431347243950631 1.48769853072814 0.275002799000513 0.839348418034273 0.396237461125067 0.237365825862197 -0.537339471370578 -0.484042938149645 -0.317907572674107 -0.964889918888658 0.806010705639152 0.954504947656586 0.734649591103841 1.19057600416367
1.05830590045261 -0.280887039453065 0.128001281142489 -0.148186071755187 0.356441539730154 0.312442784322682 0.596923313747179 -1.09696004397355 -0.0651939957510173 -0.815817076047858 0.0364913222160176 -0.177565136628851 0.0707272437948729 -2.01689019661699 -1.27687820121825 -0.271974787459473 -0.924614049180993 0.480459095680458
-1.97847519390227 -0.543290594141093 -0.278157579215435 -0.718575199598314 -2.03309623795716 -0.394334521936841 -0.0706886034225764 0.435544418794222 -1.1304462008905 0.722190769434641 0.0867183203945483 0.591370561291998 1.37585801676297 1.45583575707626 -0.176902969575715 -0.413487962804689 1.25863630480165 0.322859559645413
-0.447651618923305 -0.501326048327299 0.925630412902124 -0.964841554005978 0.828057294215344 -0.373625971792867 -1.9095137732781 -0.835881299142979 -1.93350549221367 0.445062640697521 0.22599022898232 1.30155655114176 -0.50733342622712 0.565297366151271 -1.45596973196508 -1.04223051917656 -0.214266120911195 -0.0473817816614804
-1.64757380760913 -1.27709814358994 -2.06926353311201 -0.238353774715737 -1.25623962518483 -2.13388442682348 -0.595277591034877 -1.50528600020079 -0.185644032141224 -0.192949725502809 0.344219552909677 -2.0550556045047 -0.862059220665451 -3.86039650563922 -2.13744430617808 -1.35451922674681 -1.50668797932073 0.125560842310996
0.105758749598869 -1.61713666553316 -0.624245254046154 -0.125442806542957 0.316972779628033 1.01310300199231 -0.209671435827411 0.104448561457729 -0.537674766672637 0.842348609275325 0.190150810059039 1.18887193700446 -0.0518802450591362 -0.325641003463757 1.17095077346221 1.12329322270519 0.858954646985621 0.190281721294134
0.633375480950517 0.548667243563082 0.852155129684011 1.0602262436363 1.12817564868035 0.729998041305281 -0.101953877972136 0.0550774047661712 0.506766301792696 1.21795147438311 1.08383412949888 1.1583559013763 0.23967548602716 1.37255007812024 1.47382155409627 -0.217785543743613 0.544546130394318 -0.692728983507047
0.00220201544035155 1.67330838412552 0.31256895063058 -0.947670252897293 0.098338763945698 -1.1048282013053 0.44853155310361 0.831012283300136 -0.299738592157847 -0.342370497620219 -0.354223897146868 -0.153760473831456 -0.670791142408479 0.449748772133191 -0.706144901337984 -0.0059636180776128 -0.194172085132195 -0.778943521037191
